policy,seed,rounds,S,k,top_gap_lambda,transition_dominance,context_noise_level,transition_variant,trust_scale_mult,gate_scale_mult,gate_mode,beta_gate_concentration,trust_floor,trust_cap,support_mask_enabled,avg_reward,cum_reward,oracle_cum_reward,reward_pct_oracle,cum_regret,top1_agreement,top2_agreement,transition_l1_error,off_support_leakage,runtime_seconds,policy_label,experiment_id
tm_tw_refined,20263217,100,8,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,7576.08964714442,757608.964714442,830586.0154746772,91.21378768717543,72977.05076023517,0.65,0.82,0.11634537666256575,0.0263590093618023,0.516445375,tm_tw_refined_gated_offline,context_noise_refinement
tw,20263025,100,8,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,3714.442902890914,371444.2902890914,759521.339663544,48.90504991652182,388077.04937445256,0.18,0.45,0.11790691359917588,0.024123067517942045,0.5378446669999999,tw_gated_offline_low_rank,context_noise_refinement
tm_tw,20263345,100,8,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,7734.549953239333,773454.9953239333,802925.2053519028,96.3296444262136,29470.210027969442,0.67,0.91,0.1093175287964185,0.032198353435482795,0.5568198340000006,tm_tw_gated_offline_low_rank,context_noise_refinement
tm_tw_refined,20264173,100,8,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,7339.5444149256955,733954.4414925695,830819.8190407356,88.34098858402211,96865.37754816609,0.64,0.84,0.10019721391182737,0.02968239953400557,0.5397911660000005,tm_tw_refined_gated_offline_low_rank,context_noise_refinement
tw,20262349,100,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,2467.358096833147,246735.80968331473,725472.4492082907,34.01036248207329,478736.6395249759,0.05,0.36,0.0833900853925291,2.3748761903053208e-07,0.491688958000001,tw_support_offline,context_noise_refinement
tm_tw,20262669,100,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,8826.9799219445,882697.99219445,935152.2370895148,94.39083361888555,52454.244895064854,0.84,0.94,0.07600830986383565,2.3782644940749605e-07,0.4997154580000007,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263497,100,8,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7478.431355230236,747843.1355230235,817926.9958080702,91.43152620658923,70083.86028504663,0.56,0.82,0.08636897708867128,2.3587995995519948e-07,0.49521529100000095,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261641,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,12542.22399023494,1254222.399023494,1254222.399023494,100.0,0.0,1.0,1.0,0.18740958969531785,0.043695610617133875,0.020062874999998925,oracle,context_noise_refinement
state_thompson,20262539,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,10209.08165777861,1020908.165777861,1127242.36694839,90.56687325739972,106334.20117052889,0.58,0.79,0.16912633138883043,0.04649084652784078,0.0218348749999997,state_thompson,context_noise_refinement
global_ucb_tw,20262375,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8447.686615869408,844768.6615869409,1199169.9727898578,70.44611529269653,354401.3112029169,0.54,0.77,0.1709157320020065,0.03985232705731209,0.4892936670000001,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262273,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8102.073449030773,810207.3449030773,1128763.5458798383,71.77830537320766,318556.20097676094,0.57,0.82,0.16531738038997573,0.03827224284950615,0.4942224160000013,local_ucb_tw_dense,context_noise_refinement
exp4,20261396,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9484.333075016966,948433.3075016966,1125629.5782190743,84.25802998196525,177196.27071737766,0.56,0.86,0.17790352196252526,0.039881235233846075,0.5014163329999999,exp4_dense,context_noise_refinement
tw,20261246,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,10743.52664681252,1074352.6646812519,1197479.1618815688,89.71785888893035,123126.49720031698,0.64,0.85,0.16505919587567727,0.04444070177134318,0.4833449590000001,tw_dense,context_noise_refinement
tm_tw,20261566,100,8,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,10882.19859807605,1088219.859807605,1215956.3371909584,89.49497827541703,127736.47738335351,0.7,0.84,0.18769594140966778,0.03960732604535183,0.48563062499999887,tm_tw_dense,context_noise_refinement
